Height,Weight,BMI,Gender
161.9629976832093,70.94955074068282,27.046933749399557,M
163.33335953440007,84.80963312140074,31.790356235229524,F
191.46206869443674,69.37921613647543,18.92622046365744,F
180.5927131643002,77.39340406195711,23.730315021928522,F
175.4930223407788,82.2304036900289,26.70008939369599,F
169.48802395306205,83.39770510375833,29.031940657193594,F
179.26221696231633,89.71743637834987,27.918965958348867,F
160.54829403962287,79.41170527450934,30.808682865014443,F
196.19147450361314,79.9677294059326,20.775644365505276,F
186.33746034756788,96.30461728391718,27.736187566070544,M
173.77889903532343,79.74901495960304,26.4077405536388,M
167.87174388872185,83.34168500262045,29.573795999572518,F
162.85506504385688,79.35811670736345,29.921875535952474,F
179.87254430773655,81.19750224694027,25.096485900380536,F
165.77742274660613,82.2201776521241,29.91766146631669,M
180.42757453921456,84.77819114881872,26.04223922865955,M
190.92876452212238,82.81408114710631,22.717548451015592,F
185.57224933208732,74.77610935634318,21.71384838299733,M
167.48212351897598,74.3359872589532,26.500995982909387,M
182.56391168524007,73.89621904639952,22.17136097877783,F
182.75934118736163,89.37395214214575,26.757885765062355,M
180.81764110453747,86.66258229130312,26.50635603067726,M
170.5658545766732,79.81436912133971,27.434490314134226,M
177.76096976346778,83.51025502346012,26.4281636980096,M
155.79830024634904,88.00471964811679,36.256053857195184,F
174.92874198767427,74.94936813103031,24.493205712494422,M
189.65084976123597,67.3431655669244,18.72336662028931,F
182.96973974750384,68.5809300405602,20.48541798269318,F
188.60631772067202,77.78535546143873,21.86680682726667,M
175.91660667641136,86.07151046866689,27.812866175438813,F
178.53358021338354,88.91046930183509,27.894146293489037,F
193.20325668428544,83.93354034090238,22.48571266584308,M
168.34438780488122,76.41450536235158,26.963640053004887,M
188.99746145843653,94.74288552535383,26.523734117969052,M
170.60952836522438,88.66103113984619,30.459741483099886,F
161.12638955981464,88.92563178567043,34.252605123734526,F
184.74809391010385,77.6724591428161,22.756586729005335,M
175.7106525391436,84.17856499125386,27.264989500390804,M
181.90911091427634,90.30759059699619,27.29074258180078,M
185.37938108776447,79.18504449972147,23.042007272492526,F
176.70297192768717,80.2479351356328,25.700771393761542,M
188.1112374512863,85.81777489478115,24.252011703205664,M
171.98950547367465,81.39576093265377,27.516797767608097,F
151.14067848138816,100.31033332913069,43.91197177597511,M
179.4681621229656,82.18712017798362,25.516959974207136,F
177.22103633079257,77.08693165470072,24.544275427740207,F
180.69931489007658,97.02670071690702,29.715172245483362,F
181.86263296246764,95.42844187616092,28.852993908415094,M
156.7432887225719,74.91538234949822,30.492504105563604,M
164.36292942114062,93.66292929149692,34.67049083476638,M
162.23092956581098,78.39803787487361,29.78776233447122,F
195.93829291179352,71.31228501199537,18.57486698682365,M
170.67333474117245,86.88026467173806,29.82564106140068,M
163.8139596880296,80.55645528423145,30.01915971401713,F
170.90011382183107,79.87803321460756,27.34907605962481,M
197.78056226226437,83.29618506046232,21.294031732436817,F
180.92674227143874,76.2785059660395,23.3021852872099,F
160.73601007669657,77.91311420183891,30.156726419725306,M
163.25488787104538,88.43616466622288,33.18161452187429,F
191.39494842147047,89.08596166437246,24.319146579656447,F
186.5498723649027,85.29166306914014,24.50849651964212,M
178.719997447798,87.79004390233227,27.485204148459356,M
184.55607776505022,87.15597234459251,25.588241957212553,F
179.1020840593386,84.88552090617058,26.46258946440285,F
162.37127635580606,88.11811875599147,33.42310610375763,F
187.67180585105893,79.62511590670195,22.607472518697346,M
185.49460464771192,81.15870365878757,23.5869907776756,F
165.6615467571467,87.32280118431059,31.818832088439862,F
155.22764802603282,80.09184238246274,33.23916685647352,M
188.27572213011288,87.25817500053935,24.61599990046631,F
173.1803439774927,90.95417344498608,30.32671959095578,M
165.54692062447702,79.4250473360878,28.98112691910185,F
170.13015254502614,78.50918504518066,27.12425923560908,M
191.2305866361143,73.5563225358254,20.11431716379004,F
172.69948630444304,74.49034908187079,24.975714310379907,M
184.68458813183898,97.49055831468444,28.58256811296235,F
185.26796509547492,86.37177173303203,25.163506854526016,F
181.67107039496526,73.44539584351855,22.253228419429846,M
170.56396340442285,79.90527121026477,27.466345042438768,F
168.69125156943548,96.10285507938198,33.771563654591404,F
173.4294015012042,90.0725027921186,29.94654883293044,F
161.2819517833952,89.15254021117501,34.273793912209044,M
185.08455298401745,92.06871417183957,26.876439176458046,F
196.64020487332576,79.54062563615116,20.570477195903504,M
190.92508608422432,84.258435892291,23.11465431158683,F
175.31220026543468,92.90743663465399,30.22916819339511,M
188.95617292044756,81.00237010979265,22.68692095640235,M
179.251417990516,81.50213716666686,25.365521598412986,F
172.61342400095634,83.55340610828472,28.042389941456605,F
187.93505707813495,72.4211870573185,20.504540374734997,F
175.24663826388073,83.16862731151257,27.080715967791402,M
